alpha,ids
0.7844172109024803,['HDULEH' 'NAC6N1' 'U2T1C7' ... '3BVQ5K' '8YEXPT' 'CTDP09']
0.8229957637051825,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'CQHJYG' '8IZ91I' '8A5TCS']
0.8103561812500961,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'DRL0Q0' 'OYU03J' 'BHG1C2']
0.8219516886057764,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'D30MET' '6ETE8H' 'CC84OF']
0.8063825189939701,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'VCRZYZ' 'Y2WFWH' '8A5TCS']
0.8307509724614339,['HDULEH' 'NAC6N1' 'U2T1C7' ... '77P2UY' '8ROCZF' '19H2RP']
0.8159676119093977,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'O8V5M0' 'WEN1XS' 'H8AW3E']
0.810545158468178,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KVZQK0' 'UAAXGA' 'IXE6FD']
0.8365131334968463,['HDULEH' 'NAC6N1' 'U2T1C7' ... '4Q2UCP' 'PRWVE9' '4YLW9F']
0.7945530175339252,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'U49GKC' 'RL4CU9' 'CBDXF8']
0.8219609450994864,['HDULEH' 'NAC6N1' 'U2T1C7' ... '3ZCP47' '0NH2US' '53T14O']
0.844293586199109,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'MGE8J5' 'W962OR' 'H64R06']
0.777173139418384,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'Y6ONRQ' '8X66JZ' '8I9D3F']
0.814448089920826,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'GS6CUU' 'PADZ9T' 'YFPDWQ']
0.8323834750423397,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'C1PM74' 'C6X24T' 'Q2DKB6']
0.8141192778459472,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'BJBLCD' 'ZQ7HJX' 'MBA3G1']
0.8168805574481451,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'TV7ZJD' 'QJLYCF' 'RQRG8N']
0.7836578312200508,['HDULEH' 'NAC6N1' 'U2T1C7' ... '6GBKL1' 'XSVZ0D' 'PFXON9']
0.8238006541392184,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'V6F4HW' '69EIMX' 'FIC3YO']
0.8252907563675338,['HDULEH' 'NAC6N1' 'U2T1C7' ... '2XAPQR' 'RBO7EP' '33C7QB']
0.832426607813459,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'UHWFXI' 'S7Y4LV' '5IAON7']
0.8292676282535627,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ZYAM5P' '8I9D3F' '6HWN0L']
0.8057174019715931,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0N8BAD' 'RSVM45' 'ZCOWT3']
0.8018110330131017,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'H8AW3E' 'WFYTEI' '4SAQ1J']
0.8215339187088874,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'X7HXNW' '5ZT0CB' 'AEB0B5']
0.8099026118595326,['HDULEH' 'NAC6N1' 'U2T1C7' ... '7IO1HN' 'TX2024' 'U57EH5']
0.7952619419706606,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'TVDP1V' 'OIWOM7' 'CLSZJC']
0.7986714138642272,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'HR9FK4' '16YELX' 'P5OHRJ']
0.8418509970402372,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'RRW5P0' 'O8V5M0' 'D3W5XD']
0.813396181582525,['HDULEH' 'NAC6N1' 'U2T1C7' ... '564025' 'F4VPIA' 'ZUEQ42']
0.783647871887534,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'QL33GN' '4PYLXP' 'SR8AMU']
0.7940886503125024,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'NCLHA4' 'XZ09WS' '20G2RE']
0.807787421856548,['HDULEH' 'NAC6N1' 'U2T1C7' ... '52QJ8T' 'LG3953' '6HR9PB']
0.8054932856162218,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'AK2C82' '0MMPBY' 'CY1GZT']
0.8260629650948085,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'B9LAHH' 'ZESFPG' '4ZPI0W']
0.7970505587142092,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0BNT80' 'Q6L8XX' 'D4GTQL']
0.8215956691199104,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ZQP63V' '2IM33L' 'HLKGA8']
0.8305305631082357,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KXS4XL' 'I1A9KN' 'AEWB71']
0.8449826438468214,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'NCLHA4' 'ISH5CD' 'G3KBTC']
0.7966854120207576,['HDULEH' 'NAC6N1' 'U2T1C7' ... '1DP728' '6J1GC7' 'U96OA5']
0.8022754427399615,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'VXDBV7' '96WVGA' 'GN2C38']
0.8108311317623307,['HDULEH' 'NAC6N1' 'U2T1C7' ... '9WO88G' 'GP26P6' 'V5Q7TK']
0.8231696217405974,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'QMHR2R' '48VWJW' 'JDP5T6']
0.7987545857550362,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'EA7JK1' 'GJA732' '2WGCQ4']
0.8106416813249256,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'WR3RI0' 'JNAXDJ' 'VJBA07']
0.8202460210207242,['HDULEH' 'NAC6N1' 'U2T1C7' ... '5MEDFG' 'YDMRLA' 'R73GI2']
0.8101291303488756,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'FXTWCC' 'K69O9W' 'TDY8GB']
0.7826034235869127,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'YG02FL' 'X44PQ5' '1U4IIK']
0.8411212157792827,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'VXDBV7' '50RMLG' 'O7WBI8']
0.8026871049168975,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IVQCQF' '7260I3' '8UH6BK']
0.8194201453258294,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'CE1YVD' 'AHBI71' '1O4PQQ']
0.8211000589075397,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'BDO7UO' '64HU13' 'QL2WLD']
0.8254797742686499,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'UB8Z93' 'LC19QE' 'A3OMCL']
0.8260204641262627,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'U94AEF' 'A3OMCL' 'WG3MIE']
0.8204692146418334,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'UM3PXK' 'QST4AD' 'XSW7ZG']
0.8234757456255286,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'V0PJCH' '20G2RE' '9PSYMF']
0.815451212031336,['HDULEH' 'NAC6N1' 'U2T1C7' ... '5E3CK4' '0QE4HE' 'F8O0K0']
0.8134471011790657,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ZEGPBW' '3VR4J8' '64HU13']
0.8144599203551606,['HDULEH' 'NAC6N1' 'U2T1C7' ... '32TQTC' 'UB8Z93' 'A3OMCL']
0.8161589767442862,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'GGLWDN' 'E645PU' '4QRT8U']
0.8201536645057819,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KSLTLQ' '8X9K47' 'UUNSCA']
0.8234771114287118,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ONMHZ9' 'WDKOM8' 'PEYQ9Z']
0.8220903029588696,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0QE4HE' 'UFCGFE' 'FQPX72']
0.8201645176170607,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'HUIYGC' 'UXKV0C' 'JFIPHC']
0.822852457297645,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'HUIYGC' 'UXKV0C' 'EX7WKU']
0.8238534663910486,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'S125EQ' 'RSJ154' '0G42R2']
0.8185460320539151,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'EKWY4S' 'EECTI3' 'NFEH33']
0.8114359877448896,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0G42R2' 'FVKKZK' '3FXNZN']
0.8158643981297707,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'EKWY4S' 'YBG3FA' 'IHO22M']
0.8086099433497275,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'SOR5YF' '2MK53R' 'NFEH33']
0.8092103111162238,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0LH3B5' 'QQH33L' 'NFEH33']
0.8011829398460713,['HDULEH' 'NAC6N1' 'U2T1C7' ... '5KKUR9' '68T7VW' '3RN4NY']
0.8012552087762068,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'I0E2GW' 'P9AFWO' '0G42R2']
0.7992799517799537,['HDULEH' 'NAC6N1' 'U2T1C7' ... '324OWU' '0LH3B5' 'QQH33L']
0.8109181404516282,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KYWZ7N' 'WDKOM8' '4YLW9F']
0.8102435538236266,['HDULEH' 'NAC6N1' 'U2T1C7' ... '324OWU' 'U662KB' 'F8IJWM']
0.8078962455395075,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'HT4X71' 'C46LR1' '3U0OM4']
0.8065663488859084,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'XZIW0R' 'WQ7RJM' 'PADZ9T']
0.8123448666992334,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'XE2OE0' '4PYLXP' 'BO4WGB']
0.810221496326679,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'JFIPHC' 'BO4WGB' 'XRPI7G']
0.8048406536387921,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'WUW1GT' 'XE2OE0' 'S6JUIH']
0.8050416520810227,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'AP1P22' 'U64T09' 'G2X9J4']
0.8033820331132572,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'PADZ9T' 'AP1P22' 'XE2OE0']
0.8041187577159844,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'BO4WGB' '076E39' 'RBO7EP']
0.8065863070560488,['HDULEH' 'NAC6N1' 'U2T1C7' ... '9TQ5LO' 'NPNSMB' 'EN4YQF']
0.8136642884834763,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'FIJHAT' '6ETE8H' '0ZWSZ8']
0.8131799901024122,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'HR9FK4' 'ECASJF' '0ZWSZ8']
0.8132868368145172,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0ZWSZ8' 'R9REY0' 'PEYQ9Z']
0.81192316562252,['HDULEH' 'NAC6N1' 'U2T1C7' ... '3X1HPN' 'MDITAA' 'KX1MEO']
0.8093135519786663,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IL1Y5J' '3X1HPN' 'MDITAA']
0.806347330234217,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'WF9J91' 'XRR9AO' 'JBSLYH']
0.8037966836429961,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'WF9J91' 'JBSLYH' '53RBO2']
0.8019809068844002,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KRTE3P' 'XR3TA6' 'WF9J91']
0.8036827853712514,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'XRR9AO' 'G3KBTC' 'XR3TA6']
0.8019783740405237,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'WWAHKO' 'WF9J91' 'I0E2GW']
0.7997042559862872,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'BDO7UO' '9ZUHRI' '53RBO2']
0.7975579454392844,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'U06C68' 'R1P1FA' 'K9SJDH']
0.8004775138638992,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'R1OH6S' 'T8NV0Q' '2UVBUF']
0.801064185993443,['HDULEH' 'NAC6N1' 'U2T1C7' ... '5C8YU7' 'R1OH6S' 'AFJV8Z']
0.7992707490200943,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'WL5QMO' 'EYY4NU' '1NZVNI']
0.8006971366381066,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0QE4HE' '52LN24' 'X1F9P2']
0.7994687278732733,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'BWRWC9' '52LN24' 'X1F9P2']
0.7980966835483829,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'X1F9P2' '9NM2L9' '2RKT5S']
0.8010892619870278,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'X1F9P2' 'IVQCQF' 'RH19CW']
0.8021559366398072,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'E645PU' 'EYY4NU' '1TP36D']
0.7974895537319636,['HDULEH' 'NAC6N1' 'U2T1C7' ... '6Z6DXI' 'JGQ590' 'AJSXK4']
0.7987003432969862,['HDULEH' 'NAC6N1' 'U2T1C7' ... '9ZUHRI' '5BD3LR' 'DT6VJ9']
0.799332070010717,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'JGQ590' 'AJSXK4' '9SLAQB']
0.7895356096983812,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'JGQ590' 'AJSXK4' '9SLAQB']
0.7968289338836212,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'RQRG8N' 'DT6VJ9' 'RH19CW']
0.7932278166105899,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IR5PYM' 'BRL878' '076E39']
0.8011320798122376,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'JGQ590' 'EA7JK1' 'HWLZKP']
0.808978223439132,['HDULEH' 'NAC6N1' 'U2T1C7' ... '7QQLOZ' 'XRPI7G' 'KRTE3P']
0.7996333089902294,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'K2GA2V' 'Y8VHIH' 'CZBR14']
0.8024255727130121,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'LIXQP9' 'A2N0PS' '837JQB']
0.7972591676242706,['HDULEH' 'NAC6N1' 'U2T1C7' ... '7LU5RY' '3TW6A4' 'TSCBBV']
0.7998671350541651,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'AL05L4' '837JQB' 'VP0VFU']
0.7976414709780358,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0MMPBY' '6BPW2O' 'VP0VFU']
0.7994550793066949,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'AL05L4' '3BVQ5K' '0MMPBY']
0.7937508728396955,['HDULEH' 'NAC6N1' 'U2T1C7' ... '65TXXV' '59HPT0' 'ZEGPBW']
0.7930226037915846,['HDULEH' 'NAC6N1' 'U2T1C7' ... '9FVNAB' 'IVQCQF' 'R8W40L']
0.799150229344136,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ORR36N' '91TZ3O' 'Y88BKL']
0.7891189147558676,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'NPNSMB' 'Y88BKL' 'ZNUJF6']
0.7911936211218835,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ZNUJF6' 'EN4YQF' 'SB9IHO']
0.7906023632714922,['HDULEH' 'NAC6N1' 'U2T1C7' ... '65TXXV' 'XSW7ZG' 'D3PDQG']
0.7901889368340282,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IWDT1O' '52QJ8T' 'YFPDWQ']
0.79654051683375,['HDULEH' 'NAC6N1' 'U2T1C7' ... '8A5TCS' 'YLVP2C' 'I0E2GW']
0.7845805079594439,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IKOYGG' 'KSA0KZ' 'IWDT1O']
0.7895334364825809,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'UHWFXI' 'KSA0KZ' 'IWDT1O']
0.789646242344377,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IWDT1O' '7U2BHB' 'B5E83E']
0.7868585099244154,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'YFPDWQ' 'D3W5XD' '8IZ91I']
0.7844660942160073,['HDULEH' 'NAC6N1' 'U2T1C7' ... '3VR4J8' '50RMLG' 'R3PMFJ']
0.7929750501250795,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IWDT1O' 'UZSX6M' 'B5E83E']
0.7917367744860598,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'P0VQY5' 'AC6WUN' 'MFLM2O']
0.7908153017523839,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KRCW8S' '7WSTN9' 'PEYQ9Z']
0.7903643089097048,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'TGHEU1' 'JFYWNC' '3VR4J8']
0.7935981221501426,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'JO668C' '4RCM4K' 'HUIYGC']
0.7913710070336496,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ZQP63V' '1TP36D' '4RCM4K']
0.7948720412585863,['HDULEH' 'NAC6N1' 'U2T1C7' ... '8QGRSO' 'HUIYGC' 'UN8POU']
0.7926160831857382,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'JO668C' '68T7VW' 'EAAWYL']
0.7975458753593808,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'AUZSRK' 'ZQP63V' '1TP36D']
0.7964684584631452,['HDULEH' 'NAC6N1' 'U2T1C7' ... '1TP36D' 'IJ7Y34' 'O294S1']
0.7990770282006561,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ZQP63V' 'XFSM07' 'JAPN5M']
0.7943206744716612,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'QA2ILS' '25VIKL' '36GCVQ']
0.7917282958473417,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'O38KBY' 'P9AFWO' 'LYIUL9']
0.782866931126436,['HDULEH' 'NAC6N1' 'U2T1C7' ... '6V7URD' 'IHO22M' 'UUNSCA']
0.7826307684229439,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'HLKGA8' 'U64T09' 'XRR9AO']
0.7877497600037069,['HDULEH' 'NAC6N1' 'U2T1C7' ... '4YLW9F' 'PVLRKN' '5HMR69']
0.7832629747833318,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'F8AXZB' '3S2QUU' 'EX7WKU']
0.777127212812527,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'JFIPHC' 'AUS4QO' '3U0OM4']
0.7793355175698462,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0GM09D' 'D3W5XD' 'FOBM63']
0.7787444257717759,['HDULEH' 'NAC6N1' 'U2T1C7' ... '8DIQ1H' 'AYQ9SS' 'D3W5XD']
0.7774380264538017,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'U6G9EA' 'EECTI3' 'KCU00Z']
0.7783821009003529,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KCU00Z' 'HM3UR6' 'I3YNQD']
0.783780602176213,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'I3YNQD' 'EA7JK1' 'EX7WKU']
0.7819331602592797,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'WZ554S' 'K2GA2V' 'IR5PYM']
0.780128625778893,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IR5PYM' 'OT4EOH' '6V7URD']
0.7785013674687943,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'A3V1AB' 'KY09Q0' 'KCFG2F']
0.7800246811422004,['HDULEH' 'NAC6N1' 'U2T1C7' ... '2LC96S' 'IR5PYM' 'OT4EOH']
0.772886633633623,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'A3V1AB' 'TY9RQP' 'YDSA7B']
0.7695677866107646,['HDULEH' 'NAC6N1' 'U2T1C7' ... '6V7URD' 'GR7J04' 'A3OMCL']
0.7737071227335125,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KY09Q0' 'KCFG2F' 'I3YNQD']
0.7756468390680546,['HDULEH' 'NAC6N1' 'U2T1C7' ... '3TW6A4' 'T5U6O9' 'BZJUA9']
0.7750713885411306,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'T5U6O9' 'BZJUA9' '8DIQ1H']
0.77643642666515,['HDULEH' 'NAC6N1' 'U2T1C7' ... '8IZ91I' 'PIEK9M' 'ORR36N']
0.7724568389052715,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'LMGOVW' 'IIYN8U' '5Z0WT4']
0.7712005384565133,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ZTEAKC' '5GA790' 'Q8C69R']
0.7691814872850855,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ZAM4CF' 'LMGOVW' 'A39C6E']
0.7666535330877742,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'FW0F2M' 'ADCTLD' '09818D']
0.7683850159743714,['HDULEH' 'NAC6N1' 'U2T1C7' ... '5E3CK4' '3TW6A4' 'A3V1AB']
0.7684226311116925,['HDULEH' 'NAC6N1' 'U2T1C7' ... '6ETE8H' 'D53MT3' 'YWYPKG']
0.7699338409651557,['HDULEH' 'NAC6N1' 'U2T1C7' ... '2MK53R' 'V0OVZI' '1DUR00']
0.7684063497242954,['HDULEH' 'NAC6N1' 'U2T1C7' ... '3S2QUU' 'D70K91' '05Q82K']
0.7687300919812393,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'YWYPKG' 'M1P60Y' 'UZSX6M']
0.7707769590157871,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'T0WOJK' 'ZEGPBW' 'YWYPKG']
0.7738187744175422,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0BY2WC' 'PUZHUT' 'ZCOWT3']
0.7719597473145604,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'M1P60Y' 'KXS4XL' 'X42K17']
0.7609403515236735,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'V8AX7D' 'ZCOWT3' '3RN4NY']
0.7634801411378891,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'M1P60Y' 'KW6DCR' 'X42K17']
0.7688605608515013,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'O8V5M0' '5GA790' '50RMLG']
0.7644617428909768,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KBCFC4' 'FS7SX2' 'GFQQWC']
0.7640072569751175,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'FS7SX2' '8UH6BK' 'X84YOA']
0.7653376095143797,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'M4JRAD' 'SKUKQM' 'YL3OEP']
0.7560502530240987,['HDULEH' 'NAC6N1' 'U2T1C7' ... '6O5XSO' 'OM2AZD' 'XR3TA6']
0.7635389582713843,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KBCFC4' 'G1BBNB' 'GFQQWC']
0.7637823263529874,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KBCFC4' 'SOR5YF' 'OM2AZD']
0.7668094103432065,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KBCFC4' 'ZZZ0GT' 'XR3TA6']
0.7614741924164753,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'Y73L92' 'YBG3FA' 'FIJHAT']
0.7588838660208765,['HDULEH' 'NAC6N1' 'U2T1C7' ... '9ZUHRI' '7WSTN9' 'VP0VFU']
0.7596054731595483,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IKOYGG' 'UUNSCA' '2MK53R']
0.7540397970088727,['HDULEH' 'NAC6N1' 'U2T1C7' ... '8JXALH' 'VP0VFU' '52QJ8T']
0.757302710667503,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'Y9ZFF4' 'IKOYGG' 'XRPI7G']
0.7544688060398567,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'FIJHAT' 'RH19CW' 'GCV6BV']
0.7561371503127535,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ZNOAXG' 'JBSLYH' '56NZY5']
0.7605353379729836,['HDULEH' 'NAC6N1' 'U2T1C7' ... '45L4SM' 'QQH33L' 'D4GTQL']
0.7497585175239978,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'EKWY4S' '10FVW7' 'IA86WQ']
0.7509316960888486,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'U6BBKL' 'K3Y8SF' 'VJBA07']
0.756506518533863,['HDULEH' 'NAC6N1' 'U2T1C7' ... '6N2N46' 'F4L77Y' 'I3YNQD']
0.7537346635993957,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'K2GA2V' 'QL33GN' '5T4WJF']
0.7614651632625721,['HDULEH' 'NAC6N1' 'U2T1C7' ... '8I9D3F' 'AB30SM' '441AMF']
0.7575490284489453,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'XRR9AO' '9I4Q4T' 'C6VEGY']
0.7521546858010951,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'KY09Q0' 'RBO7EP' 'MGE8J5']
0.757378378699429,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'IYYFJQ' 'OM2AZD' 'ECASJF']
0.7586644219332846,['HDULEH' 'NAC6N1' 'U2T1C7' ... '7QIPLL' '8DIQ1H' '358FH8']
0.7582250710973081,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'GGLWDN' 'JO668C' 'XRPI7G']
0.7554925309824457,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'JO668C' '9I4Q4T' 'LXU75A']
0.7594529123770889,['HDULEH' 'NAC6N1' 'U2T1C7' ... '1DYOFK' '8JXALH' 'NIJVMQ']
0.7575257922204467,['HDULEH' 'NAC6N1' 'U2T1C7' ... '9I4Q4T' 'NIJVMQ' '8X86PU']
0.7585703530064706,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ON5X9M' '9V5YRV' 'SZMC4E']
0.7438197826224787,['HDULEH' 'NAC6N1' 'U2T1C7' ... '3ZQXA0' 'G3KBTC' 'C6VEGY']
0.7447001942364488,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0BY2WC' 'S6JUIH' 'T80KD0']
0.7453850877454966,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'Q2YYWV' 'FFQT8C' '45L4SM']
0.7447415887265201,['HDULEH' 'NAC6N1' 'U2T1C7' ... '7QIPLL' 'NIJVMQ' 'V0PJCH']
0.7510222612385069,['HDULEH' 'NAC6N1' 'U2T1C7' ... '77KZ24' 'SZMC4E' '5HSVZA']
0.7506015493093559,['HDULEH' 'NAC6N1' 'U2T1C7' ... '0SAV1E' 'D4GTQL' 'V8AX7D']
0.7502905375778388,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'PADZ9T' '940ZMY' 'OVP1B8']
0.7514859055189103,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'AK2C82' 'G2X9J4' '940ZMY']
0.7519815660168417,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'OVP1B8' 'FS3Q7Z' 'WVKC41']
0.7563465049027761,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'ADCTLD' 'V8AX7D' '940ZMY']
0.7527680027167365,['HDULEH' 'NAC6N1' 'U2T1C7' ... '8UH6BK' 'YDSA7B' '6J8D8Q']
0.756737515380056,['HDULEH' 'NAC6N1' 'U2T1C7' ... '8JXALH' 'MX30JB' 'WG3MIE']
0.7515607463184746,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'NZVDDR' 'IJ7Y34' 'A2N0PS']
0.7520348147868371,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'A2N0PS' 'I0ANMA' 'BZGLIO']
0.7514416153996251,['HDULEH' 'NAC6N1' 'U2T1C7' ... 'DR8QBE' 'LYIUL9' 'PVLRKN']
